Código de la transacción,Estatus de la transacción,Fecha de la transacción,Confirmación del pago,Productor(a),Código del producto,Producto,Código del precio,Nombre de este precio,Tasa de conversión (moneda de compra),Moneda de compra,Valor de compra con impuestos,Impuestos locales de compra + Tarifa de pago en cuotas,Valor de compra sin impuestos,Tasa de conversión (moneda en la que recibes los valores),Moneda en la que recibirás los valores,Facturación bruta (sin impuestos),Facturación bruta,Tipo de venta,Faturación neta del Productor(a),Comisión del Afiliado(a),Facturación del(de la) Coproductor(a),Moneda de las tarifas,Tarifa de procesamiento,Tasa de streaming,Otras tarifas,Nombre del Afiliado(a),Canal usado para la venta,Código SRC,Código SCK,Método de pago,Tipo de cobro,Periodicidad,Cantidad total de cuotas,Cantidad de cobros,Fecha de vencimiento (vouchers),Código del cupón,Período de prueba (trial),Cantidad de ítems,Comprador(a),Email del Comprador(a),País,Teléfono,Documento,Código postal,Ciudad,C. Autónoma/Dpto./Estado/Prov.,Dirección,Barrio,Número,Apto./piso/casa,Instagram
TRX000633,Completada,2024-12-13,No,Charles Allen,PROD399,Body,PRC9744,Blue,0.8112,EUR,177.18,25.58,151.6,0.9264,USD,155.03,196.05,Marketplace,147.61,5.82,8.08,BRL,4.44,0.33,0.34,,Web,SRC-1330,SCK-1075,Transferencia,Recurrente,Mensual,7,3,2022-01-05,CUP-0246,1,4,Diana Fox,jennifer12@example.org,Burundi,001-622-532-0873x8570,91370858-7,68550,South Christine,Delaware,68226 Zachary River,Sean Landing,6558,,@webercharles
TRX000634,Cancelada,2022-09-04,Sí,Debra George,PROD995,Operation,PRC1674,Stop,0.932,EUR,174.65,32.08,142.57,1.0667,USD,143.61,181.82,Marketplace,140.36,5.56,5.4,BRL,1.68,0.85,1.99,,Redes sociales,SRC-3803,SCK-7473,Transferencia,Único,Único,1,1,2023-03-04,CUP-1337,4,4,David Adams,kevindiaz@example.com,Antarctica (the territory South of 60 deg S),670.305.3558x823,18082938-5,08097,Lake Renee,Louisiana,9825 Doyle Forges Suite 156,Garcia Vista,6072,,@javierjohnson
TRX000635,Cancelada,2024-04-15,Sí,Jason Snow,PROD117,Ask,PRC6856,Quite,0.955,CLP,414.39,71.36,343.03,1.0232,USD,347.06,429.59,Presencial,337.11,8.69,5.96,EUR,2.44,0.57,1.01,Melissa Lewis,Web,SRC-3119,SCK-1611,Tarjeta de crédito,Único,Único,1,1,2026-02-13,CUP-9553,15,2,David Harris,randalljonathan@example.org,Denmark,479.217.0379x3061,04582072-1,51770,Port Joseph,Vermont,46847 Dylan Turnpike Suite 065,Barbara Rest,6791,,@rogerspatricia
TRX000636,Completada,2022-05-09,Sí,Jessica Reid,PROD502,Carry,PRC8929,Agent,0.9097,EUR,270.82,51.23,219.59,1.1819,BRL,221.9,273.28,Presencial,210.4,3.03,9.69,USD,1.85,0.04,0.28,,Web,SRC-7209,SCK-5789,PayPal,Único,Único,1,1,2021-01-11,CUP-3550,19,5,Kimberly Carroll,zryan@example.net,Estonia,756-657-8174x420,05155674-0,74422,North Dave,Montana,9930 Charles Glens Apt. 405,Paul Neck,7147,,@duncanmegan
TRX000637,Pendiente,2024-05-06,No,Jeffrey Parker,PROD912,Even,PRC1481,Accept,0.9034,EUR,123.17,22.89,100.28,0.9922,BRL,100.36,125.67,Presencial,97.92,9.32,6.48,EUR,3.58,0.33,1.19,,Tienda física,SRC-0004,SCK-0046,Transferencia,Recurrente,Mensual,2,4,2022-06-16,CUP-5497,7,3,Ricky Phillips,xbell@example.com,Andorra,389-592-4662x5760,80795118-1,22866,Port Lisastad,Idaho,81595 Kyle Coves Suite 071,Scott Roads,101,,
TRX000638,Pendiente,2022-08-05,Sí,Travis Washington,PROD774,Space,PRC4028,Seven,1.1786,CLP,1247.27,146.15,1101.12,1.1717,BRL,1109.41,1250.59,Online,1092.13,1.69,22.23,USD,10.05,1.39,0.94,,App,SRC-6310,SCK-3231,PayPal,Recurrente,Trimestral,9,6,2024-05-07,CUP-6702,21,3,Victor Garcia,samantha46@example.net,Italy,358-592-4418x3281,72447929-7,98564,Tiffanyland,Virginia,8940 Autumn Inlet Suite 584,Young Underpass,9080,,@dawnroberts
TRX000639,Pendiente,2024-02-20,Sí,Kathleen Smith,PROD559,Me,PRC2090,Society,0.8219,CLP,396.06,52.24,343.82,1.0116,CLP,346.95,410.32,Presencial,339.76,9.77,3.28,EUR,3.2,0.26,0.91,James Little,App,SRC-7649,SCK-7378,PayPal,Recurrente,Mensual,11,4,2021-02-27,CUP-3425,24,2,Brett Medina,hendersonmelanie@example.net,Kiribati,576-776-6609x1919,26425993-1,59263,Hancockfort,Alabama,7591 Courtney Vista Suite 396,Williams Hollow,4876,Apto. 29,@kristen77
TRX000640,Completada,2025-01-04,Sí,Denise Kelly MD,PROD441,Throw,PRC4790,Management,0.9953,CLP,211.42,26.78,184.64,0.8889,CLP,190.35,227.54,Marketplace,182.65,2.89,9.01,USD,2.4,0.87,0.14,Amy Costa,App,SRC-0155,SCK-4494,Efectivo,Recurrente,Mensual,1,9,2021-04-11,CUP-9985,16,5,Franklin Wood,tracydodson@example.com,Vietnam,001-484-255-5766x3354,50953072-7,96672,Andersonberg,New Mexico,588 Brown Stravenue Suite 266,Jimmy Manors,2869,,@frenchjacob
TRX000641,Completada,2022-10-03,Sí,Elizabeth Weaver,PROD555,Put,PRC6009,West,0.9634,USD,287.15,41.99,245.16,1.1706,USD,253.43,287.34,Presencial,240.81,3.16,0.63,CLP,0.96,0.56,0.21,Tonya Brock,Redes sociales,SRC-4350,SCK-0796,Transferencia,Único,Único,1,1,2024-11-06,CUP-6537,8,4,Richard Becker III,travis64@example.net,Bahrain,001-416-736-9507,92501691-5,56480,Morenofort,South Carolina,07008 James Throughway,Summers Prairie,8136,Apto. 6,@thomasstacey
TRX000642,Cancelada,2022-10-31,No,Ronald Reynolds,PROD485,Traditional,PRC8045,Sense,0.9048,EUR,348.26,47.94,300.32,0.8211,CLP,310.19,366.9,Marketplace,298.08,8.14,1.37,CLP,1.0,0.53,1.11,Richard Hanson,Web,SRC-1801,SCK-6959,Transferencia,Recurrente,Mensual,11,12,2023-12-23,CUP-1294,5,1,Dennis Wright,danielsangela@example.net,United Kingdom,246-559-5112,39059666-9,33768,East Audrey,Maine,375 Tanner Pines,Cruz Mountains,1393,Apto. 35,
TRX000643,Cancelada,2024-01-11,No,Mark Soto,PROD696,Garden,PRC7073,Argue,0.9752,EUR,320.61,40.41,280.2,1.1296,BRL,289.58,326.15,Presencial,272.44,8.93,22.53,EUR,11.68,0.38,3.11,Alexandra Zavala,Web,SRC-2772,SCK-1793,Transferencia,Recurrente,Trimestral,3,2,2025-02-12,CUP-6250,23,5,Erin Gonzalez,mramos@example.org,Fiji,+1-648-337-2687x7938,28672877-4,65756,Calhounland,Arkansas,76296 Edwards Village Suite 157,Charles Passage,7582,,
TRX000644,Cancelada,2020-09-06,No,Alejandro Jones,PROD368,War,PRC6385,Across,1.1244,EUR,3943.87,646.03,3297.84,1.1179,USD,3302.36,3962.02,Presencial,3297.02,1.73,39.38,BRL,47.07,1.92,23.88,,Web,SRC-7191,SCK-2943,Tarjeta de crédito,Recurrente,Anual,3,12,2024-09-01,CUP-3702,20,1,Jeffrey Leblanc,christine35@example.com,Antarctica (the territory South of 60 deg S),793-653-1101,56731370-0,95383,Lake Heatherview,Oregon,75607 Adam Cove,Lewis Forest,3440,Apto. 34,
TRX000645,Pendiente,2021-08-11,Sí,Roberta Hopkins,PROD940,Because,PRC1371,Thought,1.0952,USD,462.74,72.81,389.93,1.1334,BRL,399.79,474.94,Presencial,381.59,0.8,9.45,CLP,2.17,0.15,1.72,,App,SRC-0149,SCK-2621,Transferencia,Único,Único,1,1,2025-02-02,CUP-8922,2,3,Megan Green,perryjason@example.com,Grenada,296-660-2514x358,71180045-0,11367,Julieland,Virginia,596 Maria Drive,Sullivan Tunnel,8268,,
TRX000646,Cancelada,2021-05-20,Sí,Shannon Hogan,PROD906,Something,PRC2307,Miss,0.8042,USD,232.78,42.82,189.96,1.1411,BRL,191.23,239.15,Presencial,186.01,89.54,14.58,USD,40.9,3.78,2.91,,Web,SRC-7966,SCK-0548,Tarjeta de crédito,Recurrente,Anual,12,9,2025-02-06,CUP-5625,26,5,Adam Nelson,kylehancock@example.org,Iceland,001-448-961-7541,71148816-0,48878,North Ashleymouth,Minnesota,82678 Jefferson Islands Apt. 444,Rachel Harbors,1656,,@claudiaglass
TRX000647,Cancelada,2024-04-04,No,Katherine Soto,PROD310,Next,PRC7211,Nothing,1.103,USD,504.75,63.88,440.87,1.166,CLP,442.94,519.04,Online,440.17,3.43,6.97,EUR,2.79,0.6,1.14,Gregory Williams,App,SRC-5137,SCK-8626,Tarjeta de crédito,Recurrente,Mensual,12,1,2023-11-10,CUP-9704,10,5,Arthur Swanson,phillipsmorgan@example.org,Kenya,(981)470-0681x4365,39766105-4,16426,Loganmouth,Arizona,6017 Todd Creek,Adam Mission,5272,Apto. 49,@lspencer
TRX000648,Pendiente,2022-12-19,No,Heidi Kim,PROD908,Next,PRC2895,Process,0.8405,EUR,1122.36,113.85,1008.51,0.8984,CLP,1012.37,1129.05,Marketplace,1004.75,17.54,17.04,USD,12.82,2.73,2.83,John Lloyd,Web,SRC-6672,SCK-1922,Transferencia,Recurrente,Trimestral,9,10,2023-10-15,CUP-3491,24,4,Adam Reid,danielmoore@example.org,Samoa,(397)483-3674x089,05994476-9,96775,North Gregoryburgh,Michigan,08361 Michele Plains Apt. 257,Laura Vista,6716,Apto. 1,
TRX000649,Completada,2022-06-13,No,Michelle Moss,PROD431,Information,PRC4354,Serious,0.9339,EUR,306.99,41.58,265.41,0.9638,EUR,266.1,312.09,Online,258.36,4.12,0.35,EUR,4.84,0.04,1.34,,App,SRC-3703,SCK-5595,Efectivo,Recurrente,Mensual,4,1,2025-03-24,CUP-9151,4,4,Steven Mullins,jthornton@example.net,Iraq,(586)436-0253x687,09225450-8,03072,Mendeztown,South Carolina,738 Pruitt Viaduct Apt. 410,Danielle Mews,6877,Apto. 14,@smorris
TRX000650,Completada,2023-01-03,Sí,Tracy Allen DDS,PROD689,Table,PRC7746,Street,1.0301,CLP,158.33,19.31,139.02,0.9674,BRL,140.18,163.74,Presencial,131.47,2.3,3.17,CLP,3.06,0.17,1.07,,Redes sociales,SRC-9300,SCK-4603,PayPal,Único,Único,1,1,2024-05-21,CUP-5608,24,3,Sarah Fuller,reyesannette@example.net,Ecuador,659.904.4790x5830,02789027-6,34957,Danielborough,Alabama,0198 Sexton Isle,Olson Plains,1834,,
TRX000651,Pendiente,2022-12-20,Sí,Douglas Washington,PROD907,Agent,PRC2731,Idea,1.103,EUR,5281.74,759.9,4521.84,1.1103,CLP,4523.07,5298.66,Online,4519.18,23.59,77.02,EUR,57.14,7.09,18.24,,Redes sociales,SRC-2828,SCK-5072,Transferencia,Recurrente,Anual,9,8,2022-10-10,CUP-3205,20,3,Tonya Ward,megan01@example.org,Greenland,(747)211-7887,51391841-8,03713,Kaitlynport,Connecticut,07404 Jones Meadow,Javier Trail,8389,,@thomasgraves
TRX000652,Pendiente,2021-02-27,Sí,Kristina Barry,PROD624,Past,PRC7867,Evidence,1.1877,USD,845.8,155.02,690.78,1.018,BRL,697.95,847.69,Online,684.73,18.68,3.38,EUR,5.07,0.5,0.24,Jorge Hood,App,SRC-3092,SCK-5239,Transferencia,Recurrente,Trimestral,2,10,2020-09-21,CUP-0563,23,3,Andrew Miller,maria13@example.com,Costa Rica,+1-649-512-5819x366,64365314-5,91331,Nathanchester,Oklahoma,0895 Sabrina Light,Kristine Coves,7377,,@lwilliamson
TRX000653,Pendiente,2022-10-29,No,Darren Daugherty,PROD899,Song,PRC4935,Any,1.1361,CLP,23.69,4.05,19.64,0.8238,BRL,25.56,33.58,Marketplace,12.6,1.0,2.15,EUR,0.94,0.63,0.29,,Redes sociales,SRC-2304,SCK-2333,Tarjeta de crédito,Recurrente,Mensual,10,12,2024-09-01,CUP-8319,15,2,Randy Nguyen,tylergreen@example.org,Slovakia (Slovak Republic),238-466-6847x0726,75789663-6,66491,West Jamiefort,Illinois,823 Nicole Cape,Johnson Rest,6387,Apto. 17,@kennethporter
TRX000654,Cancelada,2023-08-02,Sí,Brett Schwartz,PROD276,Individual,PRC7868,Certainly,0.8399,CLP,240.85,47.98,192.87,0.8142,EUR,200.8,257.69,Presencial,191.01,0.14,8.32,BRL,0.95,0.38,0.1,Justin Keller,Redes sociales,SRC-6367,SCK-8281,Efectivo,Único,Único,1,1,2025-10-19,CUP-8960,20,2,Reginald Roach,hutchinsonerik@example.net,Australia,925-428-4658x0681,24199797-0,28936,North Angelahaven,Indiana,098 Dyer Green Suite 878,Sherry Union,919,,@phyllis83
TRX000655,Completada,2021-05-24,Sí,Robert Ryan,PROD447,Whose,PRC8616,Role,0.9903,EUR,245.97,44.42,201.55,0.812,CLP,202.25,260.4,Presencial,197.95,4.09,5.44,USD,1.11,0.96,1.13,Noah Taylor,Redes sociales,SRC-0213,SCK-1806,Transferencia,Recurrente,Mensual,10,8,2024-01-27,CUP-6405,6,1,Lisa Lane,jeffrey08@example.com,Saint Kitts and Nevis,+1-303-478-2537,68870415-5,64282,East Crystalmouth,Illinois,2175 Hendrix Groves,Wheeler Harbor,7397,,@john17
TRX000656,Completada,2025-04-23,Sí,Darrell Aguirre,PROD125,He,PRC5159,Range,0.9265,EUR,318.04,43.18,274.86,1.0974,CLP,279.95,318.87,Presencial,266.01,6.55,4.96,CLP,3.06,0.55,1.99,Karen Graham,Web,SRC-0840,SCK-7846,Efectivo,Único,Único,1,1,2022-01-21,CUP-0157,9,2,Jared Hughes,greenehelen@example.net,Panama,465-425-5424x58667,99072267-9,36061,South Elizabethville,Massachusetts,38273 Lambert Pine Apt. 392,Mary Shores,6670,,
TRX000657,Completada,2024-03-07,Sí,Brenda Howard,PROD701,Upon,PRC5421,Entire,1.1021,USD,1598.53,308.98,1289.55,1.1817,CLP,1293.16,1601.16,Marketplace,1288.62,11.92,4.32,EUR,5.62,2.47,4.79,Jonathan Fisher,App,SRC-9661,SCK-0356,Efectivo,Recurrente,Trimestral,10,1,2022-08-03,CUP-4808,21,2,Christina Pearson,mccarthymarissa@example.net,Central African Republic,(827)235-0600x12664,96149091-0,06655,South Philipshire,Massachusetts,4300 Thomas Path Suite 627,Atkins Run,6893,Apto. 42,@lindasmith
TRX000658,Cancelada,2023-08-31,Sí,Miguel Morgan,PROD376,Represent,PRC6651,Oil,1.1309,EUR,541.09,78.84,462.25,1.0337,EUR,466.91,542.67,Online,454.07,7.2,0.24,BRL,0.67,0.11,1.15,Taylor Ellis,Web,SRC-3073,SCK-2166,Transferencia,Único,Único,1,1,2022-11-26,CUP-6910,17,4,Amy Patel,epotter@example.org,Suriname,913.840.2500x6422,43494652-6,88804,Brucemouth,Illinois,7411 Smith Pass Suite 953,Cooper Rapid,4679,Apto. 47,@kleblanc
TRX000659,Pendiente,2025-02-01,No,David Jones,PROD124,Guy,PRC9375,Upon,1.0997,BRL,4572.24,486.36,4085.88,1.1283,CLP,4095.87,4581.51,Marketplace,4076.8,60.02,32.31,CLP,36.88,5.89,14.87,,Web,SRC-5282,SCK-3016,Efectivo,Recurrente,Anual,5,1,2025-02-12,CUP-4303,12,5,Whitney Morrison,rellis@example.com,Norway,001-643-932-9457x86740,72464972-8,28168,Curtistown,Nebraska,100 Hansen Highway Apt. 982,Cameron Roads,8669,,@david28
TRX000660,Completada,2021-01-24,Sí,Gregory Munoz,PROD220,Stage,PRC4670,Apply,1.0296,BRL,509.62,91.15,418.47,0.9274,BRL,421.26,529.21,Online,415.78,4.37,4.49,USD,3.71,0.01,0.13,Sharon White,Redes sociales,SRC-8910,SCK-5579,Transferencia,Único,Único,1,1,2023-04-26,CUP-1584,11,3,Michael Bell,hbell@example.net,Cameroon,001-534-734-4070x80631,94357845-9,03194,Clarkville,Georgia,11264 Cody Shoals,Luis Greens,25,,@gvillegas
TRX000661,Completada,2023-05-08,Sí,Madison Bryant,PROD103,Method,PRC9456,Article,1.0084,CLP,22.27,3.36,18.91,0.8485,CLP,21.83,27.24,Presencial,11.77,4.03,2.39,CLP,0.6,0.95,1.7,Alfred Johnson,App,SRC-5062,SCK-6327,Transferencia,Único,Único,1,1,2022-08-26,CUP-4326,21,4,Christian Rosario,dobrien@example.com,Saint Vincent and the Grenadines,507.889.3798x7752,36918454-4,14608,New Robin,New Hampshire,262 Craig Unions,Garcia Rapids,3303,Apto. 30,
TRX000662,Cancelada,2024-01-18,No,John Campbell,PROD591,Together,PRC5227,Suddenly,0.9554,CLP,236.51,36.29,200.22,0.8203,EUR,203.22,251.17,Marketplace,190.33,9.51,9.43,USD,1.62,0.12,0.19,,Redes sociales,SRC-8715,SCK-5333,Tarjeta de crédito,Único,Único,1,1,2020-12-02,CUP-7931,16,1,Christy Evans,yrivera@example.org,Nicaragua,(817)665-0210x00278,99587005-1,83928,West Jeremy,Tennessee,631 Mark Forge,Davenport Lights,5216,Apto. 6,
TRX000663,Cancelada,2025-05-11,Sí,Nicholas Mcdonald,PROD170,Parent,PRC6947,What,0.8814,USD,1129.31,177.11,952.2,0.9111,BRL,953.7,1145.41,Online,952.02,76.31,96.59,BRL,23.37,11.32,14.57,Carol Pitts,Tienda física,SRC-7462,SCK-2689,Efectivo,Recurrente,Anual,7,8,2023-01-07,CUP-3115,22,1,David Mcguire,qanderson@example.org,Kenya,679-731-4449x41996,96243840-9,94423,Port Trevor,Texas,7368 Smith Mills,Luke Creek,1565,,@michaellucas
TRX000664,Cancelada,2021-01-09,No,Corey Delgado,PROD710,Leader,PRC5734,Local,1.1873,USD,490.77,83.81,406.96,1.1844,BRL,407.88,501.55,Online,401.89,9.21,6.53,CLP,2.89,0.5,0.14,Albert Kelly,Tienda física,SRC-1445,SCK-6619,Transferencia,Único,Único,1,1,2023-02-16,CUP-6760,7,3,Michelle Brown,jimmy01@example.org,Colombia,(455)976-4756x6573,74105068-5,81019,Port Karenberg,Kansas,94621 Warner Roads,Michelle Villages,3157,Apto. 27,@monroestephanie
TRX000665,Completada,2022-02-07,No,Stephanie Robinson,PROD209,Thing,PRC9994,Street,0.8465,BRL,208.84,30.06,178.78,1.1753,USD,179.65,209.01,Marketplace,172.58,9.92,5.6,EUR,2.06,0.02,1.33,,Web,SRC-0534,SCK-2890,Tarjeta de crédito,Único,Único,1,1,2025-04-09,CUP-8162,14,5,Amy Johnston,drodriguez@example.com,Bouvet Island (Bouvetoya),9662169036,59041179-7,58574,Leonardville,Rhode Island,7099 Nunez Plaza Suite 496,Michelle Drive,2833,,@andrewcaldwell
TRX000666,Completada,2022-11-18,Sí,Michelle Chavez,PROD230,Order,PRC7999,Notice,0.8275,CLP,40.68,4.33,36.35,0.85,EUR,37.78,45.53,Marketplace,35.48,0.9,8.79,EUR,0.55,0.74,0.87,Kathy Scott,Tienda física,SRC-3759,SCK-6868,PayPal,Recurrente,Mensual,7,12,2023-12-05,CUP-2748,28,3,Michael Smith,hudsonscott@example.com,Equatorial Guinea,759.850.1336x7211,78140828-2,39006,Parkerville,Tennessee,1650 Santiago Expressway,Donna Landing,2912,Apto. 10,@efowler
TRX000667,Pendiente,2025-05-06,Sí,Daniel Macias,PROD849,Themselves,PRC6064,Popular,0.9967,USD,489.52,61.98,427.54,0.9038,EUR,427.79,506.02,Marketplace,421.32,3.33,0.07,BRL,0.87,1.0,1.07,Brian Acosta,Tienda física,SRC-3690,SCK-0479,Tarjeta de crédito,Único,Único,1,1,2021-08-16,CUP-6449,4,4,Randy Fleming,murphycassidy@example.org,Nicaragua,227-289-1192x689,98606814-4,11081,Mosleychester,Washington,17729 Martin Alley Suite 708,Matthew Path,3003,Apto. 26,
TRX000668,Completada,2024-02-24,No,Christian Duarte,PROD518,Activity,PRC9942,Especially,0.9768,EUR,1232.56,168.28,1064.28,1.116,EUR,1071.27,1239.58,Presencial,1060.28,4.58,3.9,BRL,12.7,1.99,3.47,,Tienda física,SRC-9779,SCK-5724,Tarjeta de crédito,Recurrente,Trimestral,1,7,2025-07-29,CUP-0303,25,5,Austin Hartman,wdavis@example.net,Moldova,+1-662-724-9476x419,83251990-1,01814,Port Michelle,Montana,49227 Terry Mountains,Amanda Ports,4970,Apto. 33,
TRX000669,Pendiente,2021-12-17,Sí,Jenny Jackson,PROD213,Practice,PRC3470,Reason,0.8348,BRL,82.03,10.51,71.52,1.1374,EUR,73.61,87.47,Online,70.98,7.26,8.79,EUR,1.66,0.79,0.03,Natalie Baker,Tienda física,SRC-4482,SCK-1380,PayPal,Único,Único,1,1,2021-12-02,CUP-5576,26,1,Peggy Chambers,molly13@example.net,Mayotte,001-355-932-3750x83973,52523243-4,92076,North Joanne,Oregon,796 Hahn Expressway Apt. 733,Smith Manor,2028,Apto. 7,
TRX000670,Pendiente,2023-12-23,Sí,Erika Nguyen,PROD841,Necessary,PRC2061,Another,1.0113,EUR,316.11,45.82,270.29,1.0347,BRL,276.98,316.16,Marketplace,267.95,2.25,6.77,CLP,4.97,0.41,1.73,Mrs. Kelly Austin MD,Web,SRC-7828,SCK-6255,Tarjeta de crédito,Único,Único,1,1,2023-02-06,CUP-2937,5,1,Jeffrey Goodwin,misty73@example.com,Andorra,205.358.2262x31675,15327034-1,37934,Woodsmouth,Wisconsin,886 Jill Corners Apt. 799,Smith Burgs,2638,Apto. 24,@john28
TRX000671,Cancelada,2025-02-07,No,Whitney Yates,PROD104,Sea,PRC4927,Citizen,0.9987,CLP,454.63,51.58,403.05,1.0854,BRL,404.23,471.89,Online,399.04,3.11,7.44,CLP,1.41,0.06,1.4,Paula Joyce,Redes sociales,SRC-9657,SCK-5376,Tarjeta de crédito,Recurrente,Mensual,2,2,2022-03-03,CUP-4512,1,1,Tammy Moore,ericweaver@example.net,Costa Rica,964-342-9961x380,86069939-9,34972,Charlesfurt,Texas,292 Patrick Prairie,Smith Square,3439,Apto. 20,
TRX000672,Cancelada,2021-05-11,Sí,Meredith Norton,PROD745,Born,PRC7356,Social,1.1536,USD,75.1,12.7,62.4,1.1042,EUR,68.3,90.05,Marketplace,57.73,6.52,4.15,CLP,3.75,0.26,1.16,Javier Lee,Redes sociales,SRC-0569,SCK-5625,PayPal,Único,Único,1,1,2024-01-28,CUP-9694,29,1,Daniel Jackson,byrdsherry@example.net,Senegal,001-886-208-1107x14923,36808588-4,34720,Jasonfort,Florida,26776 Michelle Tunnel,Kimberly Cliffs,1974,,
TRX000673,Pendiente,2024-01-03,Sí,Thomas Brown,PROD582,Fly,PRC3254,Early,1.1118,CLP,197.38,21.91,175.47,1.086,BRL,180.2,199.77,Online,173.81,5.28,8.67,BRL,0.98,0.03,1.38,Elizabeth Allen,Redes sociales,SRC-9797,SCK-5684,Transferencia,Recurrente,Mensual,3,4,2022-04-07,CUP-8180,19,5,Joseph Burgess,steven91@example.net,Zimbabwe,001-531-212-6597x460,23121781-7,98961,West Gregorybury,Florida,8881 Amanda Ridge Apt. 063,Melody Crescent,6295,Apto. 17,@dcooper
TRX000674,Completada,2021-04-08,Sí,Juan Knight,PROD917,Act,PRC5698,Paper,1.0188,EUR,319.44,47.06,272.38,1.1138,BRL,272.78,336.19,Marketplace,263.6,5.6,1.06,CLP,0.57,0.65,1.34,Brent Williams,App,SRC-1792,SCK-5136,Transferencia,Único,Único,1,1,2025-04-28,CUP-2238,30,2,Angela Bates,thompsonmelissa@example.net,Tuvalu,+1-819-340-1469,36077272-0,83439,Michaelshire,Oklahoma,3533 Michael Creek,Page Manor,2659,Apto. 8,
TRX000675,Pendiente,2021-02-02,No,Amanda Cameron,PROD167,Part,PRC8158,Expert,1.0479,CLP,4690.94,637.82,4053.12,0.8984,EUR,4057.68,4697.99,Marketplace,4049.14,56.66,46.67,USD,10.83,0.66,2.77,Bryan Sanchez,Tienda física,SRC-5151,SCK-3320,Transferencia,Recurrente,Anual,7,2,2023-05-25,CUP-7309,15,1,Samantha Hernandez,woodsclarence@example.org,Guadeloupe,001-866-553-3903,85743391-9,42455,Lake Alexanderside,Maryland,2675 Christopher Inlet,Stone Rue,3565,Apto. 13,@adamsmichael
TRX000676,Cancelada,2025-04-03,No,Courtney Scott,PROD615,Property,PRC2080,Well,0.8882,CLP,167.74,19.53,148.21,0.9206,CLP,149.34,182.7,Marketplace,142.83,2.22,1.37,BRL,3.2,0.81,1.63,Dr. Heather Moran,App,SRC-4642,SCK-0181,Tarjeta de crédito,Recurrente,Mensual,3,2,2024-10-05,CUP-9023,29,1,Brandon Madden,greeneamy@example.net,Albania,(909)917-5075x1926,50461622-8,82721,Victoriachester,Minnesota,872 Douglas Alley Suite 871,Maria Lights,6178,Apto. 31,
TRX000677,Cancelada,2024-05-05,Sí,Duane Bennett,PROD195,Find,PRC1051,Behavior,0.9303,CLP,2208.55,378.67,1829.88,1.1522,EUR,1836.56,2213.45,Presencial,1820.52,103.5,27.92,BRL,20.02,11.92,11.77,,Redes sociales,SRC-4427,SCK-1974,Tarjeta de crédito,Recurrente,Anual,6,8,2022-06-19,CUP-1459,17,3,Adrian Castro,williamscourtney@example.org,Japan,001-695-547-3564x2729,61090982-4,42889,Lake Adrienneview,Virginia,470 Mary Manor Apt. 741,Brown Meadow,5259,,@jacksonmichael
TRX000678,Cancelada,2022-02-09,Sí,Christina Barrett,PROD449,Cup,PRC6935,Environmental,0.9038,BRL,561.04,107.18,453.86,1.1416,CLP,454.84,567.63,Marketplace,451.52,3.72,5.63,BRL,1.22,0.73,0.04,Joanna Lopez,Tienda física,SRC-2809,SCK-5417,Efectivo,Único,Único,1,1,2022-10-20,CUP-0163,24,3,Joann Johnson,angela81@example.com,Comoros,+1-733-896-9108x296,12064646-7,49787,Stevenstad,Missouri,0845 Julie Club,Wright Village,6928,Apto. 50,@michaelandrade
TRX000679,Pendiente,2024-10-31,No,Carolyn Reynolds,PROD644,Across,PRC4766,Charge,0.9925,CLP,216.3,30.83,185.47,0.8866,BRL,187.51,216.85,Presencial,177.2,4.64,3.62,EUR,4.9,0.53,1.55,,Tienda física,SRC-8551,SCK-4382,Tarjeta de crédito,Único,Único,1,1,2022-06-20,CUP-5203,16,3,Timothy Melton,krogers@example.org,Mauritania,001-819-980-5283x90530,30830388-4,02933,Lake Ryanfort,New Jersey,219 Jessica Isle Apt. 719,Johnson Knoll,7521,,@wcarter
TRX000680,Completada,2021-12-18,No,Destiny Atkinson,PROD146,Perhaps,PRC8351,Yet,0.9666,EUR,328.5,42.81,285.69,0.8544,BRL,289.63,343.91,Marketplace,280.41,9.81,8.94,BRL,3.57,0.14,1.89,,App,SRC-1438,SCK-7673,PayPal,Único,Único,1,1,2023-06-26,CUP-4315,23,5,Jacqueline Simpson,carol79@example.org,Mongolia,(326)232-7324x3703,56651413-4,25561,South Randybury,Georgia,8160 Patrick Road Apt. 917,Ethan Grove,6569,Apto. 31,
TRX000681,Cancelada,2021-05-12,Sí,Paul Alexander,PROD916,Shoulder,PRC5313,Recently,1.0068,BRL,1057.86,200.58,857.28,1.0365,USD,862.32,1066.48,Online,852.53,6.25,107.51,CLP,43.47,9.36,18.66,David Williams,Tienda física,SRC-3184,SCK-3413,Tarjeta de crédito,Recurrente,Anual,11,9,2023-01-01,CUP-7168,24,2,Caleb Rodriguez,steven20@example.com,Costa Rica,678-973-5414x556,31168859-2,53522,Halltown,Alabama,83014 Wells Street Apt. 656,April Causeway,7771,Apto. 13,
