Código de la transacción;Estatus de la transacción;Fecha de la transacción;Confirmación del pago;Productor(a);Código del producto;Producto;Código del precio;Nombre de este precio;Tasa de conversión (moneda de compra);Moneda de compra;Valor de compra con impuestos;Impuestos locales de compra + Tarifa de pago en cuotas;Valor de compra sin impuestos;Tasa de conversión (moneda en la que recibes los valores);Moneda en la que recibirás los valores;Facturación bruta (sin impuestos);Facturación bruta;Tipo de venta;Faturación neta del Productor(a);Comisión del Afiliado(a);Facturación del(de la) Coproductor(a);Moneda de las tarifas;Tarifa de procesamiento;Tasa de streaming;Otras tarifas;Nombre del Afiliado(a);Canal usado para la venta;Código SRC;Código SCK;Método de pago;Tipo de cobro;Cantidad total de cuotas;Cantidad de cobros;Fecha de vencimiento (vouchers);Código del cupón;Período de prueba (trial);Cantidad de ítems;Comprador(a);Email del Comprador(a);País;Teléfono;Documento;Código postal;Ciudad;C. Autónoma/Dpto./Estado/Prov.;Dirección;Barrio;Número;Apto./piso/casa;Instagram
TRX000567;Completada;11-12-2022;Sí;Jared Evans;PROD144;Edge;PRC1537;Situation;0.985;BRL;416.38;40.09;376.29;10.375;CLP;3.857.600.427.216.990;42.363.454.631.856.200;Online;36.766.805.359.110.600;4.405.889.142.546.060;8.208.155.078.404.530;BRL;1.65;0.7;1.98;Mark Petersen;Tienda física;SRC-6243;SCK-0146;PayPal;Recurrente;4;11;11-09-2020;CUP-6961;25;5;Jamie Hancock;callen@example.com;New Caledonia;221-887-9065;14715901-1;22087;Aaronborough;Colorado;04027 Angela Valleys Suite 832;Sara Circle;8551;Apto. 30;
TRX000568;Pendiente;14-03-2023;Sí;Deborah Miles;PROD739;Official;PRC9432;Find;11.703;BRL;357.63;66.82;290.81;0.8809;EUR;29.212.505.061.650.100;3.658.725.003.267.240;Marketplace;28.823.909.161.157.600;9.565.498.864.070.870;7.659.911.074.904.130;CLP;1.46;0.77;1.55;Andrew Murray;Tienda física;SRC-6699;SCK-7842;Tarjeta de crédito;Único;6;9;10-07-2021;CUP-0141;19;4;Derrick Scott;mayjeffrey@example.com;Chile;7.866.159.528;75763798-2;78231;North Matthew;New York;798 Peter Mews Apt. 741;Miguel Forge;3634;;@jessica81
TRX000569;Completada;04-01-2022;No;Ruth Hall;PROD992;Arrive;PRC3480;Economic;0.9683;CLP;506.32;59.04;447.28;0.9623;EUR;4.551.866.787.457.740;5.239.529.730.128.750;Marketplace;4.436.805.694.957.180;25.603.358.092.917.400;7.639.408.847.787.150;BRL;0.68;0.43;0.39;;Tienda física;SRC-5602;SCK-8586;PayPal;Único;9;5;09-10-2023;CUP-6609;10;2;Howard Rhodes;fsmith@example.com;Tanzania;421-401-8426;64418024-5;76840;Brucestad;Rhode Island;6535 Laurie Row;Thomas Motorway;6269;Apto. 41;@benjamin76
TRX000570;Pendiente;12-01-2025;No;Patricia Morris;PROD734;War;PRC6497;Dog;0.941;EUR;85.88;8.31;77.57;11.844;USD;8.202.516.078.295.590;9.255.984.993.056.540;Online;7.312.666.499.383.650;27.670.021.880.185.500;0.5012095267678451;USD;3.78;0.01;0.07;;Tienda física;SRC-7485;SCK-2512;Tarjeta de crédito;Único;8;11;07-04-2022;CUP-5846;9;1;Kevin Bowman;kellerlinda@example.org;Timor-Leste;(479)529-4965;96749990-2;8394;Lake Zachary;Louisiana;0084 Matthew Station;Shelly Haven;9832;;@robertsingh
TRX000571;Pendiente;11-10-2022;No;Ryan Daniels;PROD821;Authority;PRC8293;Second;10.728;CLP;56.68;5.85;50.83;10.747;USD;60.244.037.867.479.000;7.225.818.360.738.610;Online;4.988.245.277.277.920;9.862.802.154.323.310;0.19096606540115246;CLP;2.33;0.62;1.84;Megan Franklin DDS;Tienda física;SRC-3529;SCK-4614;Tarjeta de crédito;Único;1;2;07-01-2022;CUP-6204;4;2;Hector Johnson;jamesmcclure@example.org;Bangladesh;597.287.3728x26593;41917160-3;27021;North William;Mississippi;1843 Delgado Way Suite 020;Christopher Mountains;7172;Apto. 21;
TRX000572;Completada;23-12-2024;Sí;Monique Sutton;PROD999;Audience;PRC6685;Almost;11.866;EUR;44.010.000.000.000.000;4.84;39.17;0.9761;EUR;47.294.560.244.354.300;5.236.361.521.833.330;Online;29.980.271.423.252.300;0.7893990963330522;11.099.379.760.966.100;BRL;1.77;0.96;0.98;;App;SRC-9367;SCK-6777;Transferencia;Recurrente;10;9;10-10-2022;CUP-6576;29;3;Gregory Rivera;clarkrachel@example.net;Bouvet Island (Bouvetoya);+1-754-735-1102x693;33089233-3;86064;East Michaelland;Maryland;0702 Wright Meadows Apt. 606;Campbell Coves;9665;Apto. 44;
TRX000573;Completada;10-01-2022;No;Dr. Elizabeth Briggs DDS;PROD891;Close;PRC1199;Both;0.8813;CLP;5.490.899.999.999.990;91.5;457.59;0.8012;EUR;4.580.714.449.704.970;5.656.746.717.455.620;Online;44.776.432.828.302.100;2.878.456.261.559.770;6.775.384.219.142.840;CLP;4.45;0.43;1.01;;Tienda física;SRC-6483;SCK-4279;Tarjeta de crédito;Único;9;5;29-07-2023;CUP-0294;19;1;Keith Bryan;michaelestrada@example.org;Denmark;001-658-393-7712x5828;99495165-9;76834;Lake Jasmineshire;Louisiana;4464 Thomas Views Apt. 041;Jackson Well;3628;Apto. 42;
TRX000574;Pendiente;18-03-2021;Sí;Sarah Fox;PROD146;Mission;PRC6920;Nothing;0.9552;CLP;351.5;39.37;312.13;0.8237;BRL;31.559.108.174.025.700;36.240.886.717.426.300;Marketplace;3.046.295.723.930.270;9.093.025.652.602.300;6.860.246.849.587.720;CLP;3.4;0.4;0.86;;Web;SRC-5547;SCK-0189;Tarjeta de crédito;Recurrente;12;8;13-06-2023;CUP-7950;8;1;Michael Bennett;goodmanchristina@example.org;Jamaica;925.502.8004x1770;46031613-4;2149;Matthewsberg;Utah;4575 Tony Heights;Jennifer Station;3959;Apto. 31;
TRX000575;Pendiente;12-01-2025;Sí;Sheila Wolf;PROD121;Somebody;PRC1045;Instead;0.9571;BRL;8.807.000.000.000.000;16.67;71.4;0.9508;USD;7.333.845.417.874.120;9.242.607.920.023.980;Presencial;6.291.721.952.192.660;30.675.676.152.894.700;6.988.892.776.010.940;EUR;0.54;0.16;0.7;Steven Morgan Jr.;Redes sociales;SRC-5066;SCK-8815;Transferencia;Recurrente;6;5;28-05-2022;CUP-7155;28;4;Megan Miller;lperry@example.com;Aruba;001-736-736-4605;16113395-6;25126;East Jose;Mississippi;256 Jones Crossroad;Stacy Row;3009;;@cberger
TRX000576;Completada;27-08-2024;No;Kristin Wolf;PROD438;Understand;PRC2560;Important;0.8279;CLP;160.1;25.26;134.84;10.285;BRL;141.454.914.607.035;1.726.547.267.774.890;Marketplace;1.291.131.783.015.680;7.790.983.702.946.570;21.883.513.621.447.100;CLP;2.1;0.01;1.53;;Redes sociales;SRC-9784;SCK-8798;PayPal;Único;1;3;24-09-2023;CUP-6319;2;4;Danny Bailey;qsims@example.net;Costa Rica;(492)925-9164x2301;46901763-1;99217;New Margaretchester;Kansas;085 Perez Loaf Apt. 622;Alexander Field;6433;;
TRX000577;Cancelada;03-03-2022;No;Martin Gomez;PROD431;Look;PRC4048;Hour;0.8351;BRL;343.47;31.5;311.97;0.9247;BRL;31.531.511.734.229.900;3.613.976.942.727.470;Online;30.221.723.806.056.900;9.120.947.678.129.260;3.340.829.965.042.850;USD;4.79;0.24;1.34;;Web;SRC-6942;SCK-9841;Transferencia;Recurrente;6;6;03-03-2021;CUP-4003;5;1;Caitlin Harris;karenparker@example.net;China;001-474-263-5235x611;38069586-2;87181;New Matthewland;Virginia;28177 Lisa Fords;Coleman Lock;4192;Apto. 30;
TRX000578;Cancelada;28-07-2021;Sí;Teresa Torres;PROD285;Continue;PRC4097;Movement;0.9726;USD;392.18;41.68;350.5;0.8396;USD;3.516.453.443.833.310;4.103.266.180.749.110;Online;3.424.884.689.640.810;8.418.537.241.377.130;22.564.977.194.141.000;EUR;4.58;0.52;0.25;;Redes sociales;SRC-1326;SCK-5984;Tarjeta de crédito;Recurrente;10;2;20-09-2022;CUP-3379;3;1;Christopher Beck;vanessa03@example.com;Guyana;9.537.132.452;67195030-5;53297;Petersmouth;California;652 Sweeney Road;Pope Rapids;8244;;
TRX000579;Completada;15-10-2020;Sí;Robert Greene;PROD490;Mouth;PRC9466;Economy;0.8178;CLP;20.439.000.000.000.000;31.56;172.83;11.002;EUR;1.816.372.455.907.570;2.189.966.004.914.850;Online;16.714.024.948.137.800;4.637.500.024.606.830;9.728.120.600.465.320;BRL;2.91;0.81;1.21;Stephanie Blankenship;Redes sociales;SRC-1514;SCK-9777;Transferencia;Recurrente;3;9;19-11-2022;CUP-9136;10;3;Jennifer Bell;icombs@example.net;United Arab Emirates;(426)619-5490;84943457-7;54146;Jonesbury;Ohio;5009 Heidi Ranch Suite 678;Donald Fords;876;;
TRX000580;Completada;01-04-2023;Sí;Natalie Gallagher;PROD238;Would;PRC3547;Something;0.8237;CLP;93.85;16.18;77.67;0.911;BRL;7.768.219.153.806.370;10.338.544.127.382.500;Presencial;7.589.367.738.550.900;21.375.143.986.226.500;294.545.542.721.857;USD;3.79;0.92;1.72;;Web;SRC-9360;SCK-1941;Efectivo;Recurrente;10;10;13-03-2022;CUP-7066;6;1;Reginald Powers;hjohnson@example.com;Martinique;3723020338;20996676-3;58549;North James;New Hampshire;4836 Fisher Alley;Davidson Prairie;2074;;@baileydonna
TRX000581;Pendiente;21-01-2022;No;Sara Bradford;PROD467;Perform;PRC3083;Involve;10.782;CLP;399.82;79.14;320.68;0.8975;USD;32.782.394.120.096.200;4.053.599.644.281.120;Online;3.191.873.230.252.400;8.523.753.071.665.800;13.058.450.607.165.300;USD;2.77;0.42;1.77;Andrew Green PhD;Redes sociales;SRC-3931;SCK-6490;Transferencia;Único;11;1;12-11-2023;CUP-5468;22;5;Kathleen Rasmussen;fischerzachary@example.net;Japan;-4363;62547800-9;43463;West Alexisland;Wyoming;1597 Blake Cliffs Apt. 073;Scott Mill;3782;Apto. 29;@crystalchandler
TRX000582;Cancelada;04-11-2021;Sí;Nicole Hall;PROD525;Painting;PRC2212;Provide;0.9879;BRL;243.43;38.47;204.96;11.461;CLP;20.720.244.953.185.400;2.556.521.048.976.880;Online;1.972.809.486.103.770;6.837.869.958.796.920;6.517.612.797.163.360;USD;1.04;0.79;0.53;;Tienda física;SRC-0894;SCK-1319;Tarjeta de crédito;Recurrente;7;3;19-04-2023;CUP-9671;18;1;Briana Harris;belldavid@example.net;Mauritius;+1-242-651-1190x3594;29412597-9;82402;Lake Feliciaberg;Kansas;676 Johnson Roads Suite 289;Kemp Villages;3327;Apto. 8;@shannonkimberly
TRX000583;Pendiente;01-08-2024;Sí;Daniel Salazar;PROD492;Many;PRC4831;Oil;10.802;USD;295.15;39.62;255.53;0.8336;BRL;2.592.157.440.299.420;3.062.936.009.235.370;Presencial;24.711.761.438.595.600;841.434.605.193.976;9.074.111.759.160.170;EUR;0.77;0.58;1.56;;Tienda física;SRC-3874;SCK-4308;Tarjeta de crédito;Recurrente;7;7;16-03-2021;CUP-3632;21;3;Laura Harris;lthornton@example.com;Sao Tome and Principe;(338)520-7154x8185;31178605-7;59362;Kirbyfort;California;889 Kathryn Well;Brian Drives;9907;;
TRX000584;Pendiente;30-01-2023;Sí;Mrs. Regina Nelson;PROD544;Help;PRC2924;Most;0.8354;USD;33.177.000.000.000.000;43.67;288.1;0.9023;BRL;2.941.451.840.890.140;3.378.160.173.558.030;Marketplace;2.864.272.517.134.530;1.897.727.409.711.160;8.465.093.610.356.990;USD;4.64;0.74;1.88;;Tienda física;SRC-9230;SCK-3606;PayPal;Único;2;11;05-05-2023;CUP-8719;27;5;Carolyn Malone;lbates@example.com;Gibraltar;571-936-4967x45145;52574488-2;42855;Lake Robert;Rhode Island;185 Kathleen Cove;Leonard Meadows;644;Apto. 35;
TRX000585;Cancelada;23-10-2022;Sí;David Hancock;PROD773;Bad;PRC7230;Front;0.9055;USD;362.27;61.15;301.12;10.239;USD;3.073.477.467.496.920;36.423.172.233.520.500;Online;2.970.443.609.646.320;6.394.700.351.365.060;7.243.548.878.366.860;EUR;4.76;0.97;0.37;Dustin Fisher;Web;SRC-0506;SCK-8098;PayPal;Único;4;4;22-10-2021;CUP-3193;30;2;Franklin Brown;bflores@example.org;Egypt;+1-745-463-3389x2349;45705155-7;70030;South James;Ohio;324 Steven Lane;Elizabeth Summit;570;;@tmejia
TRX000586;Pendiente;27-01-2025;No;Lynn Carpenter;PROD806;Maintain;PRC5400;Simply;0.9998;BRL;41.129.999.999.999.900;55.16;356.14;0.9606;EUR;361.135.082.498.019;4.246.692.222.131.790;Marketplace;3.558.601.057.989.990;980.137.845.268.607;26.707.618.214.037.200;EUR;4.76;0.36;0.48;Jason Trujillo;Redes sociales;SRC-3703;SCK-8547;PayPal;Recurrente;7;12;24-01-2024;CUP-7268;24;5;William Lopez;hoganeric@example.net;Montserrat;612-332-8062x539;85455418-9;22021;Amberhaven;Kansas;0035 Walker Flats;William Meadows;6264;Apto. 5;@qlee
TRX000587;Cancelada;10-12-2021;No;Elizabeth Griffin;PROD620;Tax;PRC2434;Someone;11.259;USD;163.87;16.49;147.38;11.042;USD;15.107.939.088.986.200;1.707.351.509.710.470;Presencial;1.420.251.357.232.220;9.082.587.287.419.980;5.726.865.256.729.750;EUR;3.09;0.4;1.69;Jamie Ramos;App;SRC-6896;SCK-2132;Tarjeta de crédito;Recurrente;5;3;29-08-2024;CUP-5086;11;5;Joshua Solomon;paul34@example.com;Hungary;9884230925;89467363-1;52487;East Allen;Oklahoma;0172 Ponce Drive Apt. 336;Franklin Passage;1945;;@krista74
TRX000588;Completada;14-04-2023;No;Jessica Lutz;PROD936;Environmental;PRC2906;Tonight;0.9204;EUR;533.99;66.76;467.23;11.545;USD;47.676.656.943.625.000;5.539.439.249.640.250;Marketplace;4.607.233.484.685.070;583.521.211.113.135;24.781.237.388.132.900;CLP;2.54;0.41;1.32;Courtney Osborn;Web;SRC-0310;SCK-1663;Tarjeta de crédito;Único;9;11;26-03-2025;CUP-6228;23;1;Russell Torres;karen85@example.com;Nicaragua;(222)895-1108x4861;60026046-9;2806;South Josemouth;Illinois;624 Jones Burg;Price Overpass;8122;Apto. 34;
TRX000589;Completada;26-02-2023;Sí;William Russo;PROD471;Do;PRC5577;Thus;10.956;USD;8.902.000.000.000.000;9.4;79.62;0.9732;BRL;8.510.982.794.930.290;9.638.720.677.165.530;Presencial;7.869.621.913.282.940;9.325.320.017.112.890;28.085.132.180.404.300;EUR;4.3;0.65;1.36;Susan Jordan;Redes sociales;SRC-0242;SCK-3893;Transferencia;Único;11;11;13-03-2022;CUP-4071;22;5;Maria Smith;navila@example.net;Holy See (Vatican City State);3236050667;85333171-4;60149;Michaelland;Hawaii;9220 William Skyway;Michael Shoal;6733;;@brandonwillis
TRX000590;Completada;03-06-2025;No;Brian Alexander;PROD163;Including;PRC1764;Officer;1.17;EUR;266.19;38.28;227.91;11.261;BRL;23.191.305.000.558.200;27.773.609.433.263.100;Marketplace;224.670.861.992.334;18.830.027.576.520.400;468.030.579.413.513;CLP;0.61;0.94;0.65;;Web;SRC-0126;SCK-9625;Tarjeta de crédito;Único;3;8;17-03-2026;CUP-5073;5;2;Mrs. Nicole Greene;paigephillips@example.org;Egypt;001-525-602-7496x238;40376543-9;77051;Ericside;Wisconsin;803 Tricia Pike Suite 414;Rios Village;1077;;@brittanywilliams
TRX000591;Completada;09-01-2022;Sí;William Molina;PROD881;Expert;PRC7520;Write;10.116;CLP;41.558.000.000.000.000;80.92;334.66;0.9978;USD;33.492.469.756.694.200;4.179.783.018.734.190;Online;33.164.876.081.208.000;9.676.595.521.991.270;69.229.971.462.309.800;USD;1.05;0.38;0.69;;Redes sociales;SRC-8715;SCK-9051;Transferencia;Único;10;11;23-06-2023;CUP-3772;18;4;Lucas Webb;jonathan93@example.net;Botswana;001-617-817-4003x456;57374496-6;49920;South Derekfurt;Missouri;7412 Angela Plains;James Path;4033;;
TRX000592;Cancelada;26-05-2023;No;Brittany Larsen;PROD332;Cause;PRC4114;Street;11.574;USD;557.42;73.9;483.52;0.8006;EUR;490.112.738.828.278;5.752.850.262.742.940;Presencial;48.138.791.347.641.100;23.463.128.617.673.000;16.897.595.786.136.500;USD;4.02;0.23;0.45;Terry Garrett;Tienda física;SRC-0439;SCK-3516;Tarjeta de crédito;Recurrente;7;2;04-08-2020;CUP-6957;17;4;Jacqueline Vaughn;sbarnes@example.net;Vietnam;9317636781;24813537-6;35580;New Maria;North Carolina;303 Allen Lakes;Joy Vista;747;;@pwilliams
TRX000593;Completada;11-02-2023;No;Christopher Shaffer;PROD227;Think;PRC3555;Management;0.9586;EUR;315.89;61.95;253.94;10.579;USD;2.620.092.578.225.130;33.117.982.482.934.900;Marketplace;24.564.235.098.499.500;19.990.329.728.374.600;0.3857439084850467;USD;3.68;0.96;0.99;;Redes sociales;SRC-3401;SCK-1499;PayPal;Recurrente;7;8;26-02-2023;CUP-4754;10;4;Christina Booth;cchase@example.com;Senegal;001-690-796-7819;65977396-1;4606;Port Gloria;Alaska;3689 Sandra Path Apt. 417;Patterson Route;4304;;@pamela07
TRX000594;Cancelada;14-09-2024;Sí;Renee Hurst;PROD872;Morning;PRC5784;Recent;0.9015;USD;549.52;64.29;485.23;0.9384;USD;4.867.576.626.603.030;563.337.033.467.065;Marketplace;4.757.071.596.073.070;9.196.426.474.457.290;5.083.582.700.557.060;USD;1.3;0.96;0.81;Joyce Gibson;Tienda física;SRC-1699;SCK-1658;Transferencia;Recurrente;11;1;16-04-2023;CUP-3634;7;4;Barbara Baker;scott86@example.com;Venezuela;426-357-2818;27898852-4;76188;New Natashatown;South Dakota;58553 Reeves Circle Suite 376;David Islands;4009;;
TRX000595;Cancelada;09-04-2022;No;Johnny Snyder;PROD890;Candidate;PRC2999;Learn;10.613;EUR;172.04;28.98;143.06;0.8594;CLP;1.441.054.138.985.030;1.818.755.260.902.310;Online;14.069.685.241.294.500;48.556.682.965.906.200;3.152.553.083.681.700;BRL;1.29;0.66;1.02;Sandra Scott;Redes sociales;SRC-1440;SCK-0040;Transferencia;Recurrente;11;6;21-11-2024;CUP-5602;2;3;Scott Martinez;xedwards@example.org;Kenya;001-997-529-6822x88542;44979925-1;84659;Norrischester;Nebraska;7587 Stephanie Orchard Apt. 053;Michael Station;4536;;@flynnheather
TRX000596;Pendiente;27-11-2022;Sí;Fred Espinoza;PROD179;Able;PRC6606;Special;0.932;EUR;147.97;14.77;133.2;0.8068;CLP;13.946.209.219.244.700;1.514.555.979.586.810;Marketplace;13.252.707.210.121.300;0.8647795340507514;9.773.539.805.440.590;BRL;3.17;0.21;0.64;;Tienda física;SRC-1743;SCK-0402;Transferencia;Único;8;1;17-05-2022;CUP-0041;0;3;Brett Fleming;jmarshall@example.com;Singapore;8715279717;50642729-9;3583;Jasonside;South Dakota;6762 Melanie Mill;Douglas Keys;2765;;
TRX000597;Completada;27-12-2021;Sí;Jennifer Riggs;PROD869;Each;PRC8045;Paper;11.624;BRL;55.17;10.32;44.85;0.9851;BRL;46.209.552.571.845.300;6.509.260.815.144.980;Presencial;3.823.367.610.500.710;14.967.113.962.382.800;0.7329160676003066;CLP;3.05;0.52;0.43;Jordan Forbes;Redes sociales;SRC-4725;SCK-6046;Efectivo;Único;2;10;20-09-2024;CUP-8203;4;4;Alex Steele;floreslaura@example.com;Antigua and Barbuda;+1-826-813-4097x31220;76654053-2;36901;Lake Teresa;Delaware;435 Jacqueline Parkway Suite 178;Michael Cliff;6380;;@theresastone
TRX000598;Cancelada;12-03-2025;Sí;Cody Walker;PROD746;Stand;PRC6058;Sure;0.8812;CLP;20.902.999.999.999.900;32.86;176.17;1.052;BRL;18.238.637.444.758.000;21.963.835.771.780.600;Presencial;1.696.825.165.771.910;420.356.596.651.799;23.723.142.475.381.500;EUR;1.35;0.95;1.34;;Tienda física;SRC-7886;SCK-4555;Transferencia;Único;2;3;28-02-2021;CUP-1510;5;1;Willie Bailey;tina05@example.org;Nigeria;(808)468-7441x235;58692635-6;3771;South Deborahmouth;Texas;51797 Jones Prairie Apt. 784;Robinson Village;9603;Apto. 5;
TRX000599;Pendiente;28-04-2025;Sí;Craig Hubbard;PROD828;Enter;PRC1818;Surface;0.8005;BRL;456.92;67.37;389.55;11.873;BRL;3.994.818.731.786.890;46.448.271.858.100.400;Presencial;3.839.195.964.187.320;4.560.948.073.829.770;9.216.608.202.762.330;EUR;1.89;0.67;0.87;Kendra Smith;Redes sociales;SRC-1976;SCK-2134;Efectivo;Recurrente;2;7;18-10-2022;CUP-1646;12;3;Charles Graves;pcarrillo@example.org;Sudan;(624)370-8101;29719884-0;73318;Johnport;Oklahoma;68179 Alan Bridge;Mario Plains;6990;;@riveradestiny
TRX000600;Pendiente;16-05-2025;No;Bryan Smith;PROD678;Direction;PRC7989;Fear;10.466;BRL;189.81;17.8;172.01;0.9766;CLP;1.751.573.472.490.180;19.469.527.839.675.500;Marketplace;1.698.040.920.389.990;19.917.984.334.852.500;5.888.633.112.543.430;EUR;1.12;0.7;0.45;Allison Mcknight;Tienda física;SRC-8105;SCK-6358;Efectivo;Único;3;6;10-07-2024;CUP-6990;3;2;Tonya Strickland;davisjacqueline@example.net;Gabon;(702)512-4676x42812;62074988-4;77150;Carolburgh;Missouri;203 Christian Ville;Mcgee Land;8668;Apto. 11;@wschmitt
TRX000601;Cancelada;27-11-2022;No;Barbara Barnes;PROD726;Health;PRC7446;Military;0.9395;EUR;127.23;16.11;111.12;0.9656;BRL;1.196.532.536.931.340;14.697.896.283.125.300;Online;10.497.918.480.977.500;9.161.651.397.088.180;6.207.649.249.578.930;EUR;4.88;0.75;1.75;;Tienda física;SRC-8130;SCK-4995;Transferencia;Recurrente;12;5;11-10-2024;CUP-4389;25;3;Jennifer Banks;cnelson@example.net;Hungary;(495)632-2307;87641261-3;88253;Lisastad;New York;8618 Gwendolyn Walk Apt. 934;April Land;1988;;
TRX000602;Pendiente;14-10-2021;No;Diana Taylor;PROD117;Purpose;PRC9615;Matter;11.036;USD;155.31;26.51;128.8;0.8584;CLP;13.155.787.946.420.300;1.724.644.969.467.040;Marketplace;12.429.109.598.360.200;22.641.495.298.534.500;8.809.175.287.905.270;EUR;2.75;0.13;1.45;;App;SRC-8859;SCK-8819;PayPal;Único;4;3;08-06-2021;CUP-6965;30;1;Craig Wood;dpatrick@example.com;Portugal;(723)568-3127;41839955-7;74035;East Rebeccaberg;North Carolina;77106 Anne Lake;Dennis Lights;9356;;@joseph35
TRX000603;Pendiente;06-10-2023;No;Xavier Combs;PROD479;Father;PRC6516;Same;0.989;USD;116.69;21.75;94.94;11.437;USD;9.972.930.185.190.010;13.192.367.435.386.000;Online;9.192.641.412.710.860;851.625.669.885.964;34.774.765.515.861.200;USD;0.55;0.3;1.13;;Redes sociales;SRC-3910;SCK-3231;Tarjeta de crédito;Único;12;10;16-11-2024;CUP-6679;18;1;Stacy Henderson;qmoyer@example.com;Liberia;+1-920-411-0408x3843;60187779-5;84957;East Michelle;West Virginia;25393 Dennis Crossroad Suite 777;Stephen Glen;449;Apto. 10;@sean50
TRX000604;Pendiente;02-04-2021;Sí;Robert Fox;PROD438;Guy;PRC6527;Culture;10.512;BRL;442.75;51.15;391.6;11.855;BRL;3.949.331.845.595.290;46.002.548.874.340.500;Online;38.766.517.695.901.400;3.562.390.396.651.990;7.069.787.874.438.280;USD;4.75;0.26;0.72;Timothy Campbell;Tienda física;SRC-4603;SCK-6383;PayPal;Recurrente;7;4;17-06-2023;CUP-6878;2;2;Shelley Thompson;changlaura@example.com;Kyrgyz Republic;498-735-8947x70693;32025461-6;93914;Vargasport;Nebraska;781 Lewis Mall Apt. 395;Deleon Islands;8881;Apto. 36;@janetbrown
TRX000605;Completada;28-12-2023;Sí;Jeffrey Hall;PROD417;Project;PRC8495;Go;0.9171;EUR;136.06;25.76;110.3;0.9626;CLP;11.437.395.684.402.900;139.869.874.032.261;Online;10.097.211.853.930.700;7.408.616.850.952.190;0.3348547114413425;EUR;1.54;0.45;1.16;;Redes sociales;SRC-0194;SCK-7377;Tarjeta de crédito;Único;9;11;21-09-2023;CUP-2638;22;2;Lauren Ware;kelly99@example.com;Philippines;291.378.2200x810;42866906-2;42409;West Tracyshire;Michigan;9096 Garcia Square;Elizabeth Branch;9324;Apto. 18;
TRX000606;Completada;08-06-2020;No;Todd Robertson;PROD369;Member;PRC4085;We;11.974;EUR;5.390.600.000.000.000;59.02;480.04;0.8831;EUR;4.809.367.058.097.290;5.551.543.534.454.430;Online;47.341.335.825.172.900;4.872.955.489.021.100;8.892.685.717.794.770;USD;1.53;0.79;1.67;;App;SRC-2422;SCK-7496;Transferencia;Recurrente;7;7;08-01-2023;CUP-2948;5;4;Andrew Mcknight;bryantbrenda@example.org;Samoa;912-934-3353x67577;34265875-0;27608;North Kevinshire;New Hampshire;0771 Michelle Burgs;Miller Shore;5518;;@olsonjoseph
TRX000607;Completada;26-05-2022;Sí;Veronica Munoz;PROD309;Modern;PRC1163;There;0.8919;USD;94.18;18.78;75.4;0.8789;BRL;7.773.773.119.817.070;10.665.216.966.647.000;Presencial;7.403.707.825.420.480;13.444.204.874.477.500;4.012.726.662.577.450;BRL;0.8;0.69;1.34;Karen Leon;Redes sociales;SRC-1712;SCK-4356;PayPal;Único;8;7;29-09-2022;CUP-3032;24;4;Craig Conrad;jennifer55@example.net;Kiribati;001-567-635-0781x0728;76461261-4;80375;Lake Richard;Kansas;627 Foster Hills;Walker Ways;9989;Apto. 40;
TRX000608;Completada;27-03-2024;Sí;Amy Jacobs;PROD852;Great;PRC5232;Increase;11.264;USD;203.05;38.61;164.44;0.894;USD;16.721.994.011.653.600;20.418.331.067.168.100;Presencial;16.073.804.892.758.900;0.5605004041077122;9.415.621.303.283.530;USD;0.71;0.54;0.92;;Web;SRC-6300;SCK-6362;Tarjeta de crédito;Recurrente;12;3;18-03-2024;CUP-1051;21;2;Anthony Dixon;pittsmary@example.net;Botswana;435-937-3965;29598677-7;91854;West Michaelhaven;Pennsylvania;1299 Lynch Rapid;Mark Squares;4796;Apto. 4;@terrieverett
TRX000609;Completada;23-06-2020;No;Laura Robinson;PROD757;Safe;PRC9113;That;0.9284;EUR;49.422.999.999.999.900;85.21;409.02;0.9656;USD;4.116.094.350.305.610;5.125.558.364.843.310;Presencial;4.001.890.217.594.450;4.625.699.499.968.230;7.761.879.113.200.410;CLP;2.24;0.64;0.45;;Redes sociales;SRC-1326;SCK-8937;Transferencia;Recurrente;11;3;24-12-2024;CUP-6021;16;1;Peter Richard;charles77@example.org;Puerto Rico;(791)884-2519;17655892-2;29351;Michaelberg;Vermont;706 Adam Shores Apt. 282;Laura Knolls;2948;Apto. 10;
TRX000610;Cancelada;06-03-2025;Sí;Jessica Salazar;PROD353;Body;PRC8953;House;0.8996;USD;479.03;75.72;403.31;0.9805;CLP;40.716.277.385.966.500;4.927.918.518.387.140;Online;3.957.275.054.927.330;28.174.742.097.118.100;25.472.246.047.003.600;CLP;1.08;0.09;0.09;;Web;SRC-3596;SCK-4726;Transferencia;Recurrente;12;9;23-08-2023;CUP-4746;25;5;Ian Johnson;pennysanchez@example.org;Uzbekistan;785-808-8087;45058105-8;1882;North Annaside;Utah;9744 Graham Radial Apt. 788;Bennett Village;820;;@sfloyd
